date,account,category,amount,currency,converted amount,currency,description
04/10/2025,Rappi cuenta,To 'Ualá',"-36,680",COP,"-36,680",COP,Transferencia a ualá
04/10/2025,Rappi cuenta,To 'Ualá',"-168,705",COP,"-168,705",COP,Transferencia a ualá
04/10/2025,Ualá,From 'Rappi cuenta',"36,680",COP,"36,680",COP,Transferencia a ualá
04/10/2025,Ualá,From 'Rappi cuenta',"168,705",COP,"168,705",COP,Transferencia a ualá
05/10/2025,Tarjeta crédito rappi,Taxi,"-14,000",COP,"-14,000",COP,Didi de apartamento tía astrid a mi casa
05/10/2025,Tarjeta crédito rappi,Taxi,"-26,900",COP,"-26,900",COP,Didi de mi casa a apartamento papá
05/10/2025,Ualá,Mascotas,"-90,000",COP,"-90,000",COP,Examen de materia fecal y medicamentos para Sam
05/10/2025,Cuenta leidy bancolombia prestamos,Casa,"-190,000",COP,"-190,000",COP,Retiro efectivo
05/10/2025,Nequi,Casa,"-110,000",COP,"-110,000",COP,Retiro efectivo
05/10/2025,Ualá,Comida,"-24,583",COP,"-24,583",COP,Estadía mamá clínica del prado ciudad del río
05/10/2025,Rappi cuenta,To 'Ualá',"-90,000",COP,"-90,000",COP,Transferencia a ualá
05/10/2025,Rappi cuenta,To 'Nequi',"-110,000",COP,"-110,000",COP,Transferencia a nequi disponible
05/10/2025,Rappi cuenta,To 'Ualá',"-24,583",COP,"-24,583",COP,Transferencia a ualá
05/10/2025,Ualá,From 'Rappi cuenta',"90,000",COP,"90,000",COP,Transferencia a ualá
05/10/2025,Nequi,From 'Rappi cuenta',"110,000",COP,"110,000",COP,Transferencia a nequi disponible
05/10/2025,Ualá,From 'Rappi cuenta',"24,583",COP,"24,583",COP,Transferencia a ualá
06/10/2025,Tarjeta crédito rappi,Taxi,"-25,000",COP,"-25,000",COP,Didi de mi casa a clínica prado ciudad del río para mamá
06/10/2025,Tarjeta crédito rappi,Restaurante,"-51,500",COP,"-51,500",COP,Pasteles y jugo en clínica prado ciudad del río
07/10/2025,Tarjeta crédito rappi,Taxi,"-27,564",COP,"-27,564",COP,Didi de mi casa a clínica prado ciudad del río
07/10/2025,Tarjeta crédito rappi,Facturas,-75.6,COP,-75.6,COP,Ajuste rappi card 4x1000
07/10/2025,Tarjeta crédito rappi,Salud,"-36,490",COP,"-36,490",COP,Copago parto leidy clínica del prado ciudad del río
07/10/2025,Tarjeta crédito rappi,Casa,"-886,788",COP,"-886,788",COP,2 noches hotel ibis
07/10/2025,Tarjeta crédito rappi,Taxi,"-17,133",COP,"-17,133",COP,Uber de casa leidy a hotel ibis para doña gladis
07/10/2025,Tarjeta crédito rappi,Salud,"-44,590",COP,"-44,590",COP,Pañales y cosas para leidy y Matías
07/10/2025,Tarjeta crédito rappi,Taxi,"-14,155",COP,"-14,155",COP,Didi de hotel ibis a casa leidy para doña gladis
07/10/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-801,247.6",COP,"-801,247.6",COP,Pago tarjeta de crédito RappiCard
07/10/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"801,247.6",COP,"801,247.6",COP,Pago tarjeta de crédito RappiCard
08/10/2025,Bold,Restaurante,"-124,000",COP,"-124,000",COP,Cena hotel ibis para leidy y yo
08/10/2025,Bold,Salud,"-79,550",COP,"-79,550",COP,Pañales y cosas para leidy y Matías
08/10/2025,Tarjeta crédito rappi,Facturas,-306,COP,-306,COP,Ajuste rappi card 4x1000
08/10/2025,Tarjeta crédito rappi,Restaurante,"-30,000",COP,"-30,000",COP,Desayuno y agua para leidy hotel ibis
08/10/2025,Tarjeta crédito rappi,Salud,"-61,277",COP,"-61,277",COP,Caja de tapabocas y agua de la farmacia en clínica del prado ciudad del río
08/10/2025,Tarjeta crédito rappi,Restaurante,"-63,500",COP,"-63,500",COP,Almuerzo leidy en hotel ibis
08/10/2025,Tarjeta crédito rappi,Salud,"-139,950",COP,"-139,950",COP,Extractor para leidy
08/10/2025,Tarjeta crédito rappi,Salud,"-19,200",COP,"-19,200",COP,Calendula para leidy
08/10/2025,Tarjeta crédito rappi,Salud,"-70,410",COP,"-70,410",COP,"Agua, toallas y pesones mamarios para leidy"
08/10/2025,Tarjeta crédito rappi,Restaurante,"-57,700",COP,"-57,700",COP,Subway
08/10/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-1,027,026",COP,"-1,027,026",COP,Pago tarjeta de crédito RappiCard
08/10/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-313,927",COP,"-313,927",COP,Pago tarjeta de crédito RappiCard
08/10/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-128,110",COP,"-128,110",COP,Pago tarjeta de crédito RappiCard
08/10/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"1,027,026",COP,"1,027,026",COP,Pago tarjeta de crédito RappiCard
08/10/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"313,927",COP,"313,927",COP,Pago tarjeta de crédito RappiCard
08/10/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"128,110",COP,"128,110",COP,Pago tarjeta de crédito RappiCard
09/10/2025,Tarjeta crédito rappi,Taxi,"-11,780",COP,"-11,780",COP,Didi de apartamento papá a hotel ibis
09/10/2025,Tarjeta crédito rappi,Taxi,"-16,900",COP,"-16,900",COP,Didi de hotel ibis a centro salud
09/10/2025,Tarjeta crédito rappi,Facturas,"-4,106.88",COP,"-4,106.88",COP,Ajuste rappi card 4x1000
09/10/2025,Rappi cuenta,Casa,"-353,759",COP,"-353,759",COP,Factura epm
09/10/2025,Bold,Casa,"-735,420",COP,"-735,420",COP,2 noches hotel ibis
09/10/2025,Tarjeta crédito rappi,Taxi,"-18,100",COP,"-18,100",COP,Didi de centro salud sura castilla a hotel ibis
09/10/2025,Bold,Salud,"-237,200",COP,"-237,200",COP,Cosas para leidy y Matías en castilla
09/10/2025,Tarjeta crédito rappi,Restaurante,"-73,500",COP,"-73,500",COP,"Almuerzos del día hotel ibis para papá, leidy y yo"
09/10/2025,Tarjeta crédito rappi,Taxi,"-13,400",COP,"-13,400",COP,Didi de hotel ibis a apartamento papá
09/10/2025,Tarjeta crédito rappi,Restaurante,"-61,800",COP,"-61,800",COP,Sushi burrito sarku japan
10/10/2025,Tarjeta crédito rappi,Salud,"-25,250",COP,"-25,250",COP,Cosas para leidy y Matías farmatodo
10/10/2025,Tarjeta crédito rappi,Restaurante,"-43,800",COP,"-43,800",COP,Almuerzo subway
10/10/2025,Tarjeta crédito rappi,Salud,"-18,450",COP,"-18,450",COP,Compresas y cosas para leidy farmatodo
10/10/2025,Tarjeta crédito rappi,Restaurante,"-54,400",COP,"-54,400",COP,Hamburguesas presto
10/10/2025,Bancolombia,Facturas,"-7,128.4",COP,"-7,128.4",COP,Cuota manejo tarjeta débito con impuesto 4x1000
11/10/2025,Tarjeta crédito rappi,Facturas,"-1,751.72",COP,"-1,751.72",COP,Ajuste rappi card 4x1000
11/10/2025,Bold,Casa,"-523,600",COP,"-523,600",COP,2 noches hotel ibis
11/10/2025,Tarjeta crédito rappi,Salud,"-25,838",COP,"-25,838",COP,Copago salida de Matías clínica del prado ciudad del río
11/10/2025,Tarjeta crédito rappi,Comida,"-31,747",COP,"-31,747",COP,Leche formula líquida etapa 1 8 tarros
11/10/2025,Tarjeta crédito rappi,Salud,"-128,760",COP,"-128,760",COP,"Pañales, toallas y guantes"
11/10/2025,Tarjeta crédito rappi,Restaurante,"-21,600",COP,"-21,600",COP,KFC con nuggets agrandados
11/10/2025,Rappi cuenta,To 'Bold',"-2,176,070",COP,"-2,176,070",COP,Transferencia a bold
11/10/2025,Bold,From 'Rappi cuenta',"2,176,070",COP,"2,176,070",COP,Transferencia a bold
12/10/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-29,900",COP,"-29,900",COP,Netflix
12/10/2025,Tarjeta crédito rappi,Restaurante,"-49,604",COP,"-49,604",COP,Almuerzo hacienda ciudad del río
12/10/2025,Tarjeta crédito rappi,Restaurante,"-42,800",COP,"-42,800",COP,Crepps and waffles cerca a hotel ibis
13/10/2025,Tarjeta crédito rappi,Restaurante,"-55,800",COP,"-55,800",COP,Frisby tradicional almuerzo
13/10/2025,Tarjeta crédito rappi,Casa,"-329,900",COP,"-329,900",COP,Ventilador para habitación leidy
13/10/2025,Tarjeta crédito rappi,Casa,"-47,128",COP,"-47,128",COP,Cosas para la casa éxito bello
13/10/2025,Nequi,Casa,"-300,000",COP,"-300,000",COP,Retiro efectivo
13/10/2025,Tarjeta crédito rappi,Restaurante,"-15,345",COP,"-15,345",COP,Salchipapas mandingas
13/10/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-729,287.6",COP,"-729,287.6",COP,Pago tarjeta de crédito RappiCard
13/10/2025,Rappi cuenta,To 'Nequi',"-300,000",COP,"-300,000",COP,Transferencia a nequi disponible
13/10/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"729,287.6",COP,"729,287.6",COP,Pago tarjeta de crédito RappiCard
13/10/2025,Nequi,From 'Rappi cuenta',"300,000",COP,"300,000",COP,Transferencia a nequi disponible
14/10/2025,Tarjeta crédito rappi,Taxi,"-12,759",COP,"-12,759",COP,Didi de mi casa a casa leidy
14/10/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-24,500",COP,"-24,500",COP,Spotify
14/10/2025,Tarjeta crédito rappi,Facturas,-489.22,COP,-489.22,COP,Ajuste rappi card 4x1000
14/10/2025,Tarjeta crédito rappi,Restaurante,"-16,387",COP,"-16,387",COP,Almuerzo pechuga
14/10/2025,ARQ,To 'eToro',"-1,848,000",COP,"-1,848,000",COP,Inversión 462 usd
14/10/2025,eToro,From 'ARQ',"1,848,000",COP,"1,848,000",COP,Inversión 462 usd
15/10/2025,Tarjeta crédito rappi,Videojuegos,"-6,125",COP,"-6,125",COP,Videojuego hitman essential collection
15/10/2025,Tarjeta crédito rappi,Restaurante,"-30,800",COP,"-30,800",COP,Frisby tradicional almuerzo
15/10/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-29,900",COP,"-29,900",COP,HBO Max
16/10/2025,Tarjeta crédito rappi,Salud,"-45,100",COP,"-45,100",COP,Vale colsanitas
16/10/2025,Tarjeta crédito rappi,Comida,"-36,493",COP,"-36,493",COP,Aguas de la vaquita
16/10/2025,Tarjeta crédito rappi,Facturas,-221.24,COP,-221.24,COP,Ajuste rappi card 4x1000
16/10/2025,Tarjeta crédito rappi,Taxi,"-23,175",COP,"-23,175",COP,Didi de mi casa a centro medico colsanitas
16/10/2025,Ualá,Deportes,"-86,900",COP,"-86,900",COP,Comida frisby mamá y tía diana
16/10/2025,ARQ,To 'XTB',"-192,760",COP,"-192,760",COP,Inversión 48.19 usd
16/10/2025,Rappi cuenta,To 'Ualá',"-86,900",COP,"-86,900",COP,Transferencia a ualá
16/10/2025,XTB,From 'ARQ',"192,760",COP,"192,760",COP,Inversión 48.19 usd
16/10/2025,Ualá,From 'Rappi cuenta',"86,900",COP,"86,900",COP,Transferencia a ualá
17/10/2025,Ualá,Comida,"-99,231",COP,"-99,231",COP,Cosas para la casa mercado or
17/10/2025,Ualá,Casa,"-30,000",COP,"-30,000",COP,Transferencia a ualá papá para amortiguar 4x1000
17/10/2025,Ualá,Comida,"-19,700",COP,"-19,700",COP,Cosas para la casa alimentos la hacienda
17/10/2025,Ualá,Comida,"-194,247",COP,"-194,247",COP,Cosas para la casa mercado or
17/10/2025,Tarjeta crédito rappi,Restaurante,"-17,909",COP,"-17,909",COP,Hamburguesa animal cocina
17/10/2025,Rappi cuenta,To 'Ualá',"-99,231",COP,"-99,231",COP,Transferencia a ualá
17/10/2025,Rappi cuenta,To 'Ualá',"-30,000",COP,"-30,000",COP,Transferencia a ualá
17/10/2025,Rappi cuenta,To 'Ualá',"-19,700",COP,"-19,700",COP,Transferencia a ualá
17/10/2025,Rappi cuenta,To 'Ualá',"-194,247",COP,"-194,247",COP,Transferencia a ualá
17/10/2025,Ualá,From 'Rappi cuenta',"99,231",COP,"99,231",COP,Transferencia a ualá
17/10/2025,Ualá,From 'Rappi cuenta',"30,000",COP,"30,000",COP,Transferencia a ualá
17/10/2025,Ualá,From 'Rappi cuenta',"19,700",COP,"19,700",COP,Transferencia a ualá
17/10/2025,Ualá,From 'Rappi cuenta',"194,247",COP,"194,247",COP,Transferencia a ualá
18/10/2025,Tarjeta crédito rappi,Depósitos,"15,360",COP,"15,360",COP,Devolución didi por aguas saborizadas faltantes
18/10/2025,Tarjeta crédito rappi,Restaurante,"-28,300",COP,"-28,300",COP,Frisby tradicional almuerzo
18/10/2025,Tarjeta crédito rappi,Restaurante,"-17,100",COP,"-17,100",COP,Hamburguesa McDonald's
18/10/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-36,900",COP,"-36,900",COP,Disney+
19/10/2025,Tarjeta crédito rappi,Restaurante,"-15,400",COP,"-15,400",COP,Salchipapas mandingas para leidy
20/10/2025,Tarjeta crédito rappi,Taxi,"-8,308",COP,"-8,308",COP,Uber de mi casa a CC puerta del norte
20/10/2025,Tarjeta crédito rappi,Restaurante,"-13,500",COP,"-13,500",COP,Almuerzo casero
20/10/2025,ARQ,Videojuegos,"-27,160",COP,"-27,160",COP,20300 joycoin de ragnarok latam
21/10/2025,Tarjeta crédito rappi,Comida,"-111,479",COP,"-111,479",COP,Cosas para la casa éxito niquia
21/10/2025,Tarjeta crédito rappi,Taxi,"-12,260",COP,"-12,260",COP,Didi de mi casa a casa leidy
21/10/2025,Tarjeta crédito rappi,Taxi,"-5,890",COP,"-5,890",COP,Didi de casa leidy a coopsana castilla
21/10/2025,Tarjeta crédito rappi,Taxi,"-7,885",COP,"-7,885",COP,Didi de coopsana sura a casa leidy
21/10/2025,Tarjeta crédito rappi,Celulares,"-60,000",COP,"-60,000",COP,Cargador original Samsung de 45W en mercadolibre
21/10/2025,Tarjeta crédito rappi,Taxi,"-15,020",COP,"-15,020",COP,Didi de casa leidy a mi casa
21/10/2025,Tarjeta crédito rappi,Comida,"-76,300",COP,"-76,300",COP,Leche formula líquida similak
21/10/2025,Tarjeta crédito rappi,Comida,"-21,520",COP,"-21,520",COP,Pollo para leidy
21/10/2025,Tarjeta crédito rappi,Depósitos,"19,370",COP,"19,370",COP,Devolución por demora en compra de pollo para leidy
21/10/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-853,858.46",COP,"-853,858.46",COP,Pago tarjeta de crédito RappiCard
21/10/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"853,858.46",COP,"853,858.46",COP,Pago tarjeta de crédito RappiCard
22/10/2025,Tarjeta crédito rappi,Salud,"-45,100",COP,"-45,100",COP,Vale colsanitas
22/10/2025,Tarjeta crédito rappi,Taxi,"-33,250",COP,"-33,250",COP,Didi de mi casa a centro medico colsanitas
22/10/2025,Tarjeta crédito rappi,Taxi,"-23,014",COP,"-23,014",COP,Didi de centro medico colsanitas a parque bello
22/10/2025,Ualá,Comida,"-67,642",COP,"-67,642",COP,Cosas para la casa mercado or
22/10/2025,Tarjeta crédito rappi,Comida,"-28,890",COP,"-28,890",COP,Cosas para la casa de leidy
22/10/2025,Rappi cuenta,To 'Ualá',"-67,642",COP,"-67,642",COP,Transferencia a ualá
22/10/2025,Ualá,From 'Rappi cuenta',"67,642",COP,"67,642",COP,Transferencia a ualá
23/10/2025,Fiducuenta,Ahorros,"525,012.06",COP,"525,012.06",COP,Subió inversión
23/10/2025,Multinversion,Ahorros,"280,547.97",COP,"280,547.97",COP,Subió inversión
23/10/2025,Tarjeta crédito rappi,Facturas,-94.88,COP,-94.88,COP,Ajuste rappi card 4x1000
23/10/2025,Ualá,Casa,"-74,000",COP,"-74,000",COP,Cosas para la casa camahogar
23/10/2025,Rappi cuenta,To 'Ualá',"-74,000",COP,"-74,000",COP,Transferencia a ualá
23/10/2025,Ualá,From 'Rappi cuenta',"74,000",COP,"74,000",COP,Transferencia a ualá
24/10/2025,Ualá,Casa,"-53,000",COP,"-53,000",COP,Cosas para la casa dollarcity
24/10/2025,Tarjeta crédito rappi,Taxi,"-12,032",COP,"-12,032",COP,Didi de mi casa a casa leidy
24/10/2025,Tarjeta crédito rappi,Taxi,"-20,628",COP,"-20,628",COP,Uber de casa leidy a mi casa
24/10/2025,Tarjeta crédito rappi,Restaurante,"-74,600",COP,"-74,600",COP,Tacos de wajaca para leidy y su mamá
24/10/2025,Rappi cuenta,To 'Ualá',"-53,000",COP,"-53,000",COP,Transferencia a ualá
24/10/2025,Ualá,From 'Rappi cuenta',"53,000",COP,"53,000",COP,Transferencia a ualá
25/10/2025,Tarjeta crédito rappi,Restaurante,"-60,500",COP,"-60,500",COP,Almuerzo en CC florida con papás
25/10/2025,Tarjeta crédito rappi,Casa,"-53,500",COP,"-53,500",COP,Cosas para la casa dollarcity CC florida
25/10/2025,Tarjeta crédito rappi,Casa,"-48,500",COP,"-48,500",COP,Cosas para la casa euro CC florida
25/10/2025,Tarjeta crédito rappi,Casa,"-72,800",COP,"-72,800",COP,Cosas para la casa y termo de Matías miniso CC florida
25/10/2025,Tarjeta crédito rappi,Casa,"-23,980",COP,"-23,980",COP,Cosas para la casa tugó CC florida
25/10/2025,Tarjeta crédito rappi,Restaurante,"-29,300",COP,"-29,300",COP,Cafés en deli CC florida
25/10/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-703,693.88",COP,"-703,693.88",COP,Pago tarjeta de crédito RappiCard
25/10/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"703,693.88",COP,"703,693.88",COP,Pago tarjeta de crédito RappiCard
26/10/2025,Tarjeta crédito rappi,Taxi,"-11,498",COP,"-11,498",COP,Didi de mi casa a casa leidy
26/10/2025,Tarjeta crédito rappi,Restaurante,"-55,900",COP,"-55,900",COP,Pollo frisby comida para leidy y su mamá
26/10/2025,Tarjeta crédito rappi,Casa,"-46,750",COP,"-46,750",COP,50 Pañales winny etapa 1
26/10/2025,Tarjeta crédito rappi,Restaurante,"-36,400",COP,"-36,400",COP,Hamburguesas rappidogs con gaseosas
27/10/2025,Ualá,Casa,"-221,785",COP,"-221,785",COP,Cosas para la casa éxito bello
27/10/2025,Rappi cuenta,To 'Ualá',"-221,785",COP,"-221,785",COP,Transferencia a ualá
27/10/2025,Ualá,From 'Rappi cuenta',"221,785",COP,"221,785",COP,Transferencia a ualá
28/10/2025,Tarjeta crédito rappi,Taxi,"-10,659",COP,"-10,659",COP,Didi de mi casa a casa leidy
28/10/2025,Tarjeta crédito rappi,Restaurante,"-15,600",COP,"-15,600",COP,Almuerzo típico restaurante caseros
28/10/2025,Bancolombia,Salud,"-130,520",COP,"-130,520",COP,Cita pediatra Luis Fernando Gómez uribe mas impuesto 4x1000
28/10/2025,Ualá,Salud,"-77,512",COP,"-77,512",COP,Cosas para Matías farmacia pasteur CC san diego
28/10/2025,Ualá,Casa,"-89,090",COP,"-89,090",COP,Cosas para la casa y Matías éxito CC san diego
28/10/2025,Tarjeta crédito rappi,Taxi,"-17,100",COP,"-17,100",COP,Didi de casa leidy a mi casa
28/10/2025,Tarjeta crédito rappi,Comida,"-16,606",COP,"-16,606",COP,Aguas saborizadas euro
28/10/2025,Rappi cuenta,To 'Bancolombia',"-130,520",COP,"-130,520",COP,Transferencia a bancolombia
28/10/2025,Rappi cuenta,To 'Ualá',"-77,512",COP,"-77,512",COP,Transferencia a ualá
28/10/2025,Rappi cuenta,To 'Ualá',"-77,512",COP,"-77,512",COP,Transferencia a ualá
28/10/2025,Bancolombia,From 'Rappi cuenta',"130,520",COP,"130,520",COP,Transferencia a bancolombia
28/10/2025,Ualá,From 'Rappi cuenta',"77,512",COP,"77,512",COP,Transferencia a ualá
28/10/2025,Ualá,From 'Rappi cuenta',"77,512",COP,"77,512",COP,Transferencia a ualá
29/10/2025,Ualá,Comida,"-159,969",COP,"-159,969",COP,Cosas para la casa mercado or
29/10/2025,Tarjeta crédito rappi,Comida,"-18,680",COP,"-18,680",COP,Pollo para leidy
29/10/2025,Tarjeta crédito rappi,Celulares,"-39,200",COP,"-39,200",COP,Claro datos celular mío
29/10/2025,Tarjeta crédito rappi,Depósitos,"7,990",COP,"7,990",COP,Devolución didi
29/10/2025,Rappi cuenta,To 'Ualá',"-159,969",COP,"-159,969",COP,Transferencia a ualá
29/10/2025,Ualá,From 'Rappi cuenta',"159,969",COP,"159,969",COP,Transferencia a ualá
30/10/2025,Tarjeta crédito rappi,Taxi,"-16,001",COP,"-16,001",COP,Uber de mi casa a casa leidy
30/10/2025,Tarjeta crédito rappi,Facturas,"-1,577.47",COP,"-1,577.47",COP,Ajuste rappi card 4x1000
30/10/2025,Tarjeta crédito rappi,Taxi,"-14,200",COP,"-14,200",COP,Didi de casa leidy a hospital san vicente fundación
30/10/2025,Ualá,Salud,"-42,900",COP,"-42,900",COP,Examen ecografía para Matías por póliza en hospital san vicente fundación
30/10/2025,Tarjeta crédito rappi,Restaurante,"-15,000",COP,"-15,000",COP,Empanada desayuno
30/10/2025,Fiducuenta,Ahorros,"124,435.04",COP,"124,435.04",COP,Subió inversión
30/10/2025,Multinversion,Ahorros,"50,178.16",COP,"50,178.16",COP,Subió inversión
30/10/2025,Tarjeta crédito rappi,Taxi,"-39,967",COP,"-39,967",COP,Didi de hospital san vicente fundación a casa leidy y mi casa
30/10/2025,Tarjeta crédito rappi,Celulares,"-41,400",COP,"-41,400",COP,Claro datos celular mamá
30/10/2025,Tarjeta crédito rappi,Restaurante,"-17,900",COP,"-17,900",COP,Sanduche subway pollo apanado
31/10/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-18,900",COP,"-18,900",COP,Didi Club
31/10/2025,Tarjeta crédito rappi,Taxi,"-18,910",COP,"-18,910",COP,Didi de mi casa a casa leidy
31/10/2025,Ualá,Salud,"-30,900",COP,"-30,900",COP,Copago procedimiento potencial auditivo para Matías en hospital san vicente fundación
31/10/2025,Rappi cuenta,Salario,"16,110,503",COP,"16,110,503",COP,Pago nomina nearsure
31/10/2025,Rappi cuenta,Salario,"287,690",COP,"287,690",COP,Pago extra nomina nearsure
31/10/2025,Ualá,Salud,"-239,711",COP,"-239,711",COP,Cosas para leidy y Matías farmacia pasteur CC san diego
31/10/2025,Tarjeta crédito rappi,Restaurante,"-25,100",COP,"-25,100",COP,KFC con nuggets agrandados
31/10/2025,Fiducuenta,Ahorros,"1,996.79",COP,"1,996.79",COP,Subió inversión
31/10/2025,Multinversion,Ahorros,"9,383.75",COP,"9,383.75",COP,Subió inversión
31/10/2025,Ualá,Casa,"-112,000",COP,"-112,000",COP,Cosas para la casa dollarcity
31/10/2025,Tarjeta crédito rappi,Facturas,-79.9,COP,-79.9,COP,Ajuste cashback
31/10/2025,Rappi cuenta,To 'Ualá',"-42,900",COP,"-42,900",COP,Transferencia a ualá
31/10/2025,Rappi cuenta,To 'Ualá',"-30,900",COP,"-30,900",COP,Transferencia a ualá
31/10/2025,Rappi cuenta,To 'Ualá',"-239,711",COP,"-239,711",COP,Transferencia a ualá
31/10/2025,Rappi cuenta,To 'Ualá',"-112,000",COP,"-112,000",COP,Transferencia a ualá
31/10/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-469,438.37",COP,"-469,438.37",COP,Pago tarjeta de crédito RappiCard
31/10/2025,Ualá,From 'Rappi cuenta',"42,900",COP,"42,900",COP,Transferencia a ualá
31/10/2025,Ualá,From 'Rappi cuenta',"30,900",COP,"30,900",COP,Transferencia a ualá
31/10/2025,Ualá,From 'Rappi cuenta',"239,711",COP,"239,711",COP,Transferencia a ualá
31/10/2025,Ualá,From 'Rappi cuenta',"112,000",COP,"112,000",COP,Transferencia a ualá
31/10/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"469,438.37",COP,"469,438.37",COP,Pago tarjeta de crédito RappiCard
