date,account,category,amount,currency,converted amount,currency,description
25/09/2021,Tarjeta crédito rappi,Restaurante,"-52,400",COP,"-52,400",COP,Maderitos Sabaneta
25/09/2021,Efectivo,Transporte,"-30,000",COP,"-30,000",COP,Indriver a casa leidy y mi casa
25/09/2021,Efectivo,Depósitos,"50,000",COP,"50,000",COP,Ajuste efectivo
25/09/2021,Bancolombia,To 'Tarjeta crédito rappi',"-52,400",COP,"-52,400",COP,Pago tarjeta crédito
25/09/2021,Tarjeta crédito rappi,From 'Bancolombia',"52,400",COP,"52,400",COP,Pago tarjeta crédito
27/09/2021,Fiducuenta,Ahorros,"7,851.28",COP,"7,851.28",COP,Subió inversión
28/09/2021,Fiducuenta,Ahorros,"6,604.54",COP,"6,604.54",COP,Subió inversión
29/09/2021,Fiducuenta,Ahorros,"10,533.72",COP,"10,533.72",COP,Subió inversión
29/09/2021,Bancolombia,Salario,"5,411,311",COP,"5,411,311",COP,Salario
29/09/2021,Bancolombia,Depósitos,"50,000",COP,"50,000",COP,Pago de leidy
30/09/2021,Tarjeta crédito rappi,Comida,"-6,565",COP,"-6,565",COP,Frisby rappi
30/09/2021,Fiducuenta,Ahorros,"16,526.82",COP,"16,526.82",COP,Subió inversión
30/09/2021,Tarjeta crédito rappi,Comunicaciones,"-31,774.09",COP,"-31,774.09",COP,Pago claro datos
30/09/2021,Bancolombia,To 'Balanceado',"-2,000,000",COP,"-2,000,000",COP,Adición
30/09/2021,Bancolombia,To 'Renta sostenible global',"-250,000",COP,"-250,000",COP,Traslado sostenible global
30/09/2021,Bancolombia,To 'Renta alta convicción',"-250,000",COP,"-250,000",COP,Traslado alta convicción
30/09/2021,Bancolombia,To 'Renta Fija Plazo',"-100,000",COP,"-100,000",COP,Traslado renta fija plazo
30/09/2021,Bancolombia,To 'Tarjeta crédito rappi',"-6,565",COP,"-6,565",COP,Pago tarjeta crédito
30/09/2021,Bancolombia,To 'Tyba comprar vivienda',"-300,000",COP,"-300,000",COP,Traslado tyba compra vivienda
30/09/2021,Bancolombia,To 'Tyba portafolio 8',"-300,000",COP,"-300,000",COP,Traslado tyba portafolio 8
30/09/2021,Tarjeta crédito rappi,From 'Bancolombia',"6,565",COP,"6,565",COP,Pago tarjeta crédito
01/10/2021,Bancolombia,Comida,"-912,707",COP,"-912,707",COP,Mercado OR
01/10/2021,Fiducuenta,Ahorros,"9,027.24",COP,"9,027.24",COP,Subió inversión
01/10/2021,Nequi,Casa,"-194,846",COP,"-194,846",COP,50 airtm
01/10/2021,Efectivo,Transporte,"-5,000",COP,"-5,000",COP,Didi a estación bello
01/10/2021,Tarjeta crédito rappi,Regalos,"-45,000",COP,"-45,000",COP,Libro símbolo perdido
01/10/2021,Tarjeta crédito rappi,Regalos,"-40,000",COP,"-40,000",COP,Libro Mónica feria del libro
01/10/2021,Bancolombia,Depósitos,"70,000",COP,"70,000",COP,Traslado de Mónica
01/10/2021,Tarjeta crédito rappi,Regalos,"-70,000",COP,"-70,000",COP,Iron man feria del libro
01/10/2021,Bancolombia,To 'Nequi',"-195,000",COP,"-195,000",COP,Traslado nequi
01/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-186,774",COP,"-186,774",COP,Pago tarjeta crédito
01/10/2021,Nequi,From 'Bancolombia',"195,000",COP,"195,000",COP,Traslado nequi
01/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"186,774",COP,"186,774",COP,Pago tarjeta crédito
02/10/2021,Efectivo,Depósitos,"70,000",COP,"70,000",COP,Ajuste efectivo
02/10/2021,Efectivo,Transporte,"-7,000",COP,"-7,000",COP,Indriver a estación madera
02/10/2021,Efectivo,Transporte,"-12,000",COP,"-12,000",COP,Indriver a ceiba del norte
02/10/2021,Tarjeta crédito rappi,Transporte,"-16,600",COP,"-16,600",COP,Uber a casa de mi papá desde ceiba del norte
02/10/2021,Tarjeta crédito rappi,Restaurante,"-29,800",COP,"-29,800",COP,Combo rappidogs
02/10/2021,Tarjeta crédito rappi,Casa,"-155,963",COP,"-155,963",COP,"Almohadas, cojines y tendidos del éxito"
02/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-46,400",COP,"-46,400",COP,Pago tarjeta crédito
02/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"46,400",COP,"46,400",COP,Pago tarjeta crédito
03/10/2021,Bancolombia,Salud,"-44,543",COP,"-44,543",COP,Pago emi
03/10/2021,Bancolombia,Transporte,"-20,000",COP,"-20,000",COP,Recarga cívica
03/10/2021,Efectivo,Transporte,"-8,000",COP,"-8,000",COP,Driver a casa tías y estación bello
03/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-155,963",COP,"-155,963",COP,Pago tarjeta crédito
03/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"155,963",COP,"155,963",COP,Pago tarjeta crédito
04/10/2021,Fiducuenta,Ahorros,"13,178.9",COP,"13,178.9",COP,Subió inversión
04/10/2021,Bancolombia,Casa,"-200,000",COP,"-200,000",COP,Árbol navidad
05/10/2021,Fiducuenta,Facturas,"-21,930.43",COP,"-21,930.43",COP,Bajó inversión
06/10/2021,Fiducuenta,Facturas,"-7,586.69",COP,"-7,586.69",COP,Bajó inversión
06/10/2021,Tarjeta crédito rappi,Entretenimiento,"-32,400",COP,"-32,400",COP,Boletas venom 2 molinos
06/10/2021,Tarjeta crédito rappi,Casa,"-131,822",COP,"-131,822",COP,Claro hogar
06/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-32,400",COP,"-32,400",COP,Pago tarjeta crédito
06/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-131,822",COP,"-131,822",COP,Pago tarjeta crédito
06/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"32,400",COP,"32,400",COP,Pago tarjeta crédito
06/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"131,822",COP,"131,822",COP,Pago tarjeta crédito
07/10/2021,Fiducuenta,Ahorros,"4,974.2",COP,"4,974.2",COP,Subió inversión
08/10/2021,Tarjeta crédito rappi,Entretenimiento,"-23,900",COP,"-23,900",COP,Disney+
08/10/2021,Fiducuenta,Facturas,"-1,871.64",COP,"-1,871.64",COP,Bajó inversión
08/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-23,900",COP,"-23,900",COP,Pago tarjeta crédito
08/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"23,900",COP,"23,900",COP,Pago tarjeta crédito
09/10/2021,Tarjeta crédito rappi,Entretenimiento,"-11,400",COP,"-11,400",COP,Jugos naturales con mi papá en puerta del norte
09/10/2021,Tarjeta crédito rappi,Transporte,"-12,500",COP,"-12,500",COP,Uber a casa de mi papá
09/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-11,400",COP,"-11,400",COP,Pago tarjeta crédito
09/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-12,500",COP,"-12,500",COP,Pago tarjeta crédito
09/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"11,400",COP,"11,400",COP,Pago tarjeta crédito
09/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"12,500",COP,"12,500",COP,Pago tarjeta crédito
10/10/2021,Tarjeta crédito rappi,Restaurante,"-3,700",COP,"-3,700",COP,Costilla bbq rappi
10/10/2021,Tarjeta crédito rappi,Transporte,"-5,000",COP,"-5,000",COP,Didi a estación bello
10/10/2021,Tarjeta crédito rappi,Restaurante,"-53,600",COP,"-53,600",COP,Hamburguesas presto
10/10/2021,Tarjeta crédito rappi,Comida,"-28,661",COP,"-28,661",COP,Papitas y jugo en el éxito de molinos
10/10/2021,Tarjeta crédito rappi,Mascotas,"-19,000",COP,"-19,000",COP,Dollarcity CC los molinos
10/10/2021,Tarjeta crédito rappi,Entretenimiento,"-42,000",COP,"-42,000",COP,Citypark CC los molinos
10/10/2021,Tarjeta crédito rappi,Restaurante,"-11,800",COP,"-11,800",COP,Helado popsy CC los molinos
10/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-3,700",COP,"-3,700",COP,Pago tarjeta crédito
10/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-5,000",COP,"-5,000",COP,Pago tarjeta crédito
10/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-53,600",COP,"-53,600",COP,Pago tarjeta crédito
10/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"3,700",COP,"3,700",COP,Pago tarjeta crédito
10/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"5,000",COP,"5,000",COP,Pago tarjeta crédito
10/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"53,600",COP,"53,600",COP,Pago tarjeta crédito
11/10/2021,Fiducuenta,Ahorros,448.62,COP,448.62,COP,Subió inversión
11/10/2021,Tarjeta crédito rappi,Comunicaciones,"-15,000",COP,"-15,000",COP,Recarga celular mamá
11/10/2021,Tarjeta crédito rappi,Transporte,"-5,899",COP,"-5,899",COP,Didi a estación niquia
12/10/2021,Fiducuenta,Ahorros,"2,580.84",COP,"2,580.84",COP,Subió inversión
12/10/2021,Tarjeta crédito rappi,Casa,"-26,900",COP,"-26,900",COP,Netflix
12/10/2021,Bancolombia,Casa,"-250,000",COP,"-250,000",COP,Abono mesa computador
13/10/2021,Fiducuenta,Facturas,"-9,615.51",COP,"-9,615.51",COP,Bajó inversión
14/10/2021,Fiducuenta,Facturas,"-18,561.72",COP,"-18,561.72",COP,Bajó inversión
14/10/2021,Bancolombia,Salario,"2,626,136",COP,"2,626,136",COP,Salario
14/10/2021,Bancolombia,Comida,"-60,300",COP,"-60,300",COP,Pollo frisby almuerzo
14/10/2021,Bancolombia,To 'Renta sostenible global',"-100,000",COP,"-100,000",COP,Traslado sostenible global
14/10/2021,Bancolombia,To 'Renta alta convicción',"-300,000",COP,"-300,000",COP,Traslado alta convicción
14/10/2021,Bancolombia,To 'Fiducuenta',"-500,000",COP,"-500,000",COP,Traslado fiducuenta
14/10/2021,Bancolombia,To 'Balanceado',"-500,000",COP,"-500,000",COP,Traslado balanceado
14/10/2021,Bancolombia,To 'Tyba comprar vivienda',"-100,000",COP,"-100,000",COP,Traslado tyba compra vivienda
14/10/2021,Bancolombia,To 'Tyba portafolio 8',"-100,000",COP,"-100,000",COP,Traslado tyba portafolio 8
14/10/2021,Bancolombia,To 'Nequi',"-100,079",COP,"-100,079",COP,Traslado nequi
14/10/2021,Nequi,To 'Airtm',"-100,079",COP,"-100,079",COP,Traslado airtm
14/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-142,570.09",COP,"-142,570.09",COP,Pago tarjeta crédito
14/10/2021,Fiducuenta,From 'Bancolombia',"500,000",COP,"500,000",COP,Traslado fiducuenta
14/10/2021,Nequi,From 'Bancolombia',"100,079",COP,"100,079",COP,Traslado nequi
14/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"142,570.09",COP,"142,570.09",COP,Pago tarjeta crédito
15/10/2021,Bancolombia,Salud,"-95,882",COP,"-95,882",COP,Plan complementario sura
15/10/2021,Fiducuenta,Facturas,"-14,638.17",COP,"-14,638.17",COP,Bajó inversión
15/10/2021,Tarjeta crédito rappi,Transporte,"-17,453",COP,"-17,453",COP,Didi de unicentro a casa para Mónica
16/10/2021,Tarjeta crédito rappi,Transporte,"-5,000",COP,"-5,000",COP,Didi a casa
16/10/2021,Tarjeta crédito rappi,Restaurante,"-29,980",COP,"-29,980",COP,4 combo rapidogs hamburguesas
16/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-22,453",COP,"-22,453",COP,Pago tarjeta crédito
16/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-29,980",COP,"-29,980",COP,Pago tarjeta crédito
16/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"22,453",COP,"22,453",COP,Pago tarjeta crédito
16/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"29,980",COP,"29,980",COP,Pago tarjeta crédito
17/10/2021,Tarjeta crédito rappi,Restaurante,"-58,900",COP,"-58,900",COP,KFC CC Puerta del norte
17/10/2021,Tarjeta crédito rappi,Transporte,"-35,041",COP,"-35,041",COP,Camiseta gef
17/10/2021,Tarjeta crédito rappi,Transporte,"-12,600",COP,"-12,600",COP,Uber a casa y casa de leidy
17/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-106,541",COP,"-106,541",COP,Pago tarjeta crédito
17/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"106,541",COP,"106,541",COP,Pago tarjeta crédito
18/10/2021,Bancolombia,Casa,"-600,000",COP,"-600,000",COP,Pago mesa pc
19/10/2021,Fiducuenta,Ahorros,"8,693.46",COP,"8,693.46",COP,Subió inversión
20/10/2021,Fiducuenta,Facturas,"-14,145.85",COP,"-14,145.85",COP,Bajó inversión
20/10/2021,Bancolombia,Casa,"-300,000",COP,"-300,000",COP,Ahorro casa Mónica
21/10/2021,Fiducuenta,Ahorros,"3,512.29",COP,"3,512.29",COP,Subió inversión
22/10/2021,Tarjeta crédito rappi,Transporte,"-12,600",COP,"-12,600",COP,Uber a exámenes médicos
22/10/2021,Fiducuenta,Facturas,"-29,839.54",COP,"-29,839.54",COP,Bajó inversión
22/10/2021,Tarjeta crédito rappi,Comunicaciones,"-10,000",COP,"-10,000",COP,Recarga celular mamá
22/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-12,600",COP,"-12,600",COP,Pago tarjeta crédito
22/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-10,000",COP,"-10,000",COP,Pago tarjeta crédito
22/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"12,600",COP,"12,600",COP,Pago tarjeta crédito
22/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"10,000",COP,"10,000",COP,Pago tarjeta crédito
23/10/2021,Tarjeta crédito rappi,Transporte,"-5,000",COP,"-5,000",COP,Didi a casa de las tías
23/10/2021,Tarjeta crédito rappi,Restaurante,"-22,890",COP,"-22,890",COP,Ifood salchipapas
23/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-5,000",COP,"-5,000",COP,Pago tarjeta crédito
23/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-22,890",COP,"-22,890",COP,Pago tarjeta crédito
23/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"5,000",COP,"5,000",COP,Pago tarjeta crédito
23/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"22,890",COP,"22,890",COP,Pago tarjeta crédito
24/10/2021,Bancolombia,Transporte,"-13,200",COP,"-13,200",COP,Indriver a casa
24/10/2021,Tarjeta crédito rappi,Regalos,"-17,500",COP,"-17,500",COP,Dunkint donuts
24/10/2021,Tarjeta crédito rappi,Regalos,"-6,100",COP,"-6,100",COP,Torta mamá leidy
24/10/2021,Tarjeta crédito rappi,Regalos,"-5,000",COP,"-5,000",COP,Dollarcity galletas zeus
24/10/2021,Efectivo,Casa,"-373,000",COP,"-373,000",COP,Ajuste efectivo y pasar dinero a mamá para la casa
24/10/2021,Bancolombia,To 'Nequi',"-200,000",COP,"-200,000",COP,Traslado nequi
24/10/2021,Bancolombia,To 'Nequi',"-100,000",COP,"-100,000",COP,Traslado nequi
24/10/2021,Bancolombia,To 'Nequi',"-2,000",COP,"-2,000",COP,Traslado nequi
24/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-28,600",COP,"-28,600",COP,Pago tarjeta crédito
24/10/2021,Nequi,To 'Efectivo',"-300,000",COP,"-300,000",COP,Traslado efectivo
24/10/2021,Nequi,From 'Bancolombia',"200,000",COP,"200,000",COP,Traslado nequi
24/10/2021,Nequi,From 'Bancolombia',"100,000",COP,"100,000",COP,Traslado nequi
24/10/2021,Nequi,From 'Bancolombia',"2,000",COP,"2,000",COP,Traslado nequi
24/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"28,600",COP,"28,600",COP,Pago tarjeta crédito
24/10/2021,Efectivo,From 'Nequi',"300,000",COP,"300,000",COP,Traslado efectivo
25/10/2021,Fiducuenta,Ahorros,"3,651.26",COP,"3,651.26",COP,Subió inversión
25/10/2021,Efectivo,Depósitos,"90,000",COP,"90,000",COP,Ajuste efectivo
25/10/2021,Efectivo,Depósitos,"10,000",COP,"10,000",COP,Ajuste efectivo
25/10/2021,Bancolombia,Transporte,"-10,000",COP,"-10,000",COP,Recarga cívica
26/10/2021,Fiducuenta,Facturas,"-8,748.73",COP,"-8,748.73",COP,Bajó inversión
26/10/2021,Bancolombia,Transporte,"-15,600",COP,"-15,600",COP,Indriver a casa leidy
27/10/2021,Bancolombia,Transporte,"-15,000",COP,"-15,000",COP,Indriver a monterrey
27/10/2021,Fiducuenta,Facturas,"-6,789.17",COP,"-6,789.17",COP,Bajó inversión
28/10/2021,Fiducuenta,Facturas,-877.77,COP,-877.77,COP,Bajó inversión
28/10/2021,Bancolombia,Casa,"-25,000",COP,"-25,000",COP,Préstamo vannesa prima
28/10/2021,Bancolombia,Depósitos,"25,000",COP,"25,000",COP,Devolución préstamo vannesa
29/10/2021,Bancolombia,Salario,"5,400,202",COP,"5,400,202",COP,Salario
29/10/2021,Tarjeta crédito rappi,Casa,"-95,000",COP,"-95,000",COP,Conector usb a hdmi Monterrey
29/10/2021,Bancolombia,Casa,"-70,000",COP,"-70,000",COP,Pago arreglo torre Xtreme Hardware
29/10/2021,Tarjeta crédito rappi,Casa,"-750,000",COP,"-750,000",COP,Pago arreglo torre Xtreme Hardware
29/10/2021,Bancolombia,Transporte,"-15,000",COP,"-15,000",COP,Recarga cívica
29/10/2021,Bancolombia,Transporte,"-16,200",COP,"-16,200",COP,Indriver a casa
29/10/2021,Efectivo,Regalos,"-20,000",COP,"-20,000",COP,Compensación a Juan Pablo por ayuda
29/10/2021,Bancolombia,To 'Renta alta convicción',"-100,000",COP,"-100,000",COP,Traslado alta convicción
29/10/2021,Bancolombia,To 'Balanceado',"-200,000",COP,"-200,000",COP,Traslado balanceado
29/10/2021,Bancolombia,To 'Fiducuenta',"-100,000",COP,"-100,000",COP,Traslado fiducuenta
29/10/2021,Bancolombia,To 'Nequi',"-100,000",COP,"-100,000",COP,Traslado nequi
29/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-95,000",COP,"-95,000",COP,Pago tarjeta crédito
29/10/2021,Nequi,To 'Efectivo',"-100,000",COP,"-100,000",COP,Traslado efectivo
29/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-750,000",COP,"-750,000",COP,Pago tarjeta crédito
29/10/2021,Fiducuenta,From 'Bancolombia',"100,000",COP,"100,000",COP,Traslado fiducuenta
29/10/2021,Nequi,From 'Bancolombia',"100,000",COP,"100,000",COP,Traslado nequi
29/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"95,000",COP,"95,000",COP,Pago tarjeta crédito
29/10/2021,Efectivo,From 'Nequi',"100,000",COP,"100,000",COP,Traslado efectivo
29/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"750,000",COP,"750,000",COP,Pago tarjeta crédito
30/10/2021,Fiducuenta,Facturas,"-29,381.73",COP,"-29,381.73",COP,Bajó inversión
30/10/2021,Tarjeta crédito rappi,Comunicaciones,"-30,773.41",COP,"-30,773.41",COP,Pago claro datos
30/10/2021,Bancolombia,Depósitos,"100,000",COP,"100,000",COP,Devolución préstamo daniel
30/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-30,773.41",COP,"-30,773.41",COP,Pago tarjeta crédito
30/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"30,773.41",COP,"30,773.41",COP,Pago tarjeta crédito
31/10/2021,Tarjeta crédito rappi,Restaurante,"-11,000",COP,"-11,000",COP,Didifood KFC
31/10/2021,Bancolombia,To 'Tarjeta crédito rappi',"-11,000",COP,"-11,000",COP,Pago tarjeta crédito
31/10/2021,Tarjeta crédito rappi,From 'Bancolombia',"11,000",COP,"11,000",COP,Pago tarjeta crédito
01/11/2021,Tarjeta crédito rappi,Transporte,"-11,600",COP,"-11,600",COP,Uber a casa leidy
01/11/2021,Bancolombia,To 'Tarjeta crédito rappi',"-11,600",COP,"-11,600",COP,Pago tarjeta crédito
01/11/2021,Tarjeta crédito rappi,From 'Bancolombia',"11,600",COP,"11,600",COP,Pago tarjeta crédito
02/11/2021,Fiducuenta,Ahorros,"14,789.5",COP,"14,789.5",COP,Subió inversión
02/11/2021,Bancolombia,Casa,"-250,000",COP,"-250,000",COP,Préstamo dahiana novia de pablo
03/11/2021,Bancolombia,Salud,"-44,543",COP,"-44,543",COP,Pago emi
03/11/2021,Fiducuenta,Facturas,"-2,839.2",COP,"-2,839.2",COP,Bajó inversión
04/11/2021,Tarjeta crédito rappi,Restaurante,"-36,726",COP,"-36,726",COP,Almuerzo marisol uruit
04/11/2021,Bancolombia,Transporte,"-15,000",COP,"-15,000",COP,Recarga cívica
05/11/2021,Tarjeta crédito rappi,Casa,"-136,490",COP,"-136,490",COP,Pago claro hogar
05/11/2021,Fiducuenta,Facturas,"-83,231.46",COP,"-83,231.46",COP,Bajó inversión
05/11/2021,Bancolombia,To 'Tarjeta crédito rappi',"-173,223.46",COP,"-173,223.46",COP,Pago tarjeta crédito
05/11/2021,Tarjeta crédito rappi,From 'Bancolombia',"173,223.46",COP,"173,223.46",COP,Pago tarjeta crédito
06/11/2021,Tarjeta crédito rappi,Entretenimiento,"-32,200",COP,"-32,200",COP,Boletas eternals
06/11/2021,Bancolombia,Depósitos,"250,000",COP,"250,000",COP,Devolución préstamo dahiana
06/11/2021,Tarjeta crédito rappi,Ropa,"-24,900",COP,"-24,900",COP,Camiseta h&m
06/11/2021,Tarjeta crédito rappi,Restaurante,"-65,200",COP,"-65,200",COP,Corral viva envigado
06/11/2021,Bancolombia,To 'Tarjeta crédito rappi',"-32,200",COP,"-32,200",COP,Pago tarjeta crédito
06/11/2021,Bancolombia,To 'Tarjeta crédito rappi',"-24,900",COP,"-24,900",COP,Pago tarjeta crédito
06/11/2021,Bancolombia,To 'Tarjeta crédito rappi',"-65,200",COP,"-65,200",COP,Pago tarjeta crédito
06/11/2021,Tarjeta crédito rappi,From 'Bancolombia',"32,200",COP,"32,200",COP,Pago tarjeta crédito
06/11/2021,Tarjeta crédito rappi,From 'Bancolombia',"24,900",COP,"24,900",COP,Pago tarjeta crédito
06/11/2021,Tarjeta crédito rappi,From 'Bancolombia',"65,200",COP,"65,200",COP,Pago tarjeta crédito
07/11/2021,Efectivo,Transporte,"-24,000",COP,"-24,000",COP,Indriver a casa leidy y mi casa
07/11/2021,Bancolombia,Casa,"-900,000",COP,"-900,000",COP,Mesa y tocador Mónica
08/11/2021,Tarjeta crédito rappi,Entretenimiento,"-5,900",COP,"-5,900",COP,Disney+
08/11/2021,Fiducuenta,Ahorros,"10,025.39",COP,"10,025.39",COP,Subió inversión
08/11/2021,Bancolombia,To 'Tarjeta crédito rappi',"-5,900",COP,"-5,900",COP,Pago tarjeta crédito
08/11/2021,Tarjeta crédito rappi,From 'Bancolombia',"5,900",COP,"5,900",COP,Pago tarjeta crédito
09/11/2021,Bancolombia,Casa,"-1,649,000",COP,"-1,649,000",COP,Compra portátil Asus Zenbook Duo
09/11/2021,Fiducuenta,Facturas,-98.88,COP,-98.88,COP,Bajó inversión
10/11/2021,Fiducuenta,Ahorros,"6,209.02",COP,"6,209.02",COP,Subió inversión
10/11/2021,Bancolombia,Casa,"-25,000",COP,"-25,000",COP,Smart código workbook
11/11/2021,Fiducuenta,Ahorros,"4,278.33",COP,"4,278.33",COP,Subió inversión
12/11/2021,Tarjeta crédito rappi,Entretenimiento,"-26,900",COP,"-26,900",COP,Netflix
12/11/2021,Bancolombia,Depósitos,"105,000",COP,"105,000",COP,Devolución préstamo leidy
12/11/2021,Bancolombia,Entretenimiento,"-118,000",COP,"-118,000",COP,Boletas concierto vallenato
12/11/2021,Bancolombia,Depósitos,"15,040,467",COP,"15,040,467",COP,Liquidación Teleperformance
12/11/2021,Fiducuenta,Facturas,"-1,679.99",COP,"-1,679.99",COP,Bajó inversión
12/11/2021,Bancolombia,To 'Tarjeta crédito rappi',"-26,900",COP,"-26,900",COP,Pago tarjeta crédito
12/11/2021,Bancolombia,To 'Balanceado',"-3,300,000",COP,"-3,300,000",COP,Traslado balanceado
12/11/2021,Bancolombia,To 'Fiducuenta',"-6,000,000",COP,"-6,000,000",COP,Traslado fiducuenta
12/11/2021,Bancolombia,To 'Tyba comprar vivienda',"-500,000",COP,"-500,000",COP,Traslado tyba compra vivienda
12/11/2021,Bancolombia,To 'Tyba portafolio 8',"-500,000",COP,"-500,000",COP,Traslado tyba portafolio 8
12/11/2021,Bancolombia,To 'Balanceado',"-2,000,000",COP,"-2,000,000",COP,Traslado balanceado
12/11/2021,Bancolombia,To 'Nequi',"-200,000",COP,"-200,000",COP,Traslado nequi
12/11/2021,Nequi,To 'Airtm',"-99,977",COP,"-99,977",COP,Traslado airtm
12/11/2021,Tarjeta crédito rappi,From 'Bancolombia',"26,900",COP,"26,900",COP,Pago tarjeta crédito
